original_title,vote_average,genres,cast,id,director,keywords
Logan's Run,6.6,"['Action', 'Adventure', 'Romance', 'ScienceFiction']","['JennyAgutter', 'MichaelYork', 'RichardJordan', 'RoscoeLeeBrowne']",10803,Michael Anderson,"['domedcity', 'dystopia', 'dystopicfuture', 'escape', 'femalenudity', 'fugitive', 'killerrobot', 'nudity', 'plasticsurgery', 'populationcontrol', 'post-apocalyptic', 'robot', 'teleportation', 'totalitarianism', 'utopia']"
The Man with the Golden Gun,6.3,"['Action', 'Adventure', 'Thriller']","['BrittEkland', 'ChristopherLee', 'MaudAdams', 'RogerMoore']",682,Guy Hamilton,"['aftercreditsstinger', 'assassin', 'bangkok', 'duel', 'england', 'exoticisland', 'floatplane', 'gold', 'hitman', 'hongkong', 'karate', 'londonengland', 'martialarts', 'pistol', 'secretmission', 'secretservice', 'thailand', 'villain']"
Action Jackson,4.9,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']","['CarlWeathers', 'CraigT.Nelson', 'SharonStone', 'Vanity']",10117,Craig R. Baxley,"['actionhero', 'barfight', 'boxer', 'carchase', 'detroit', 'drugaddict', 'explodingboat', 'framedformurder', 'maverickcop', 'megalomaniac', 'oneagainstmany', 'organizedcrime', 'shootout', 'showdown', 'suspension', 'suspicionofmurder']"
The Descent,6.8,"['Adventure', 'Horror']","['AlexReid', 'NatalieMendoza', 'SaskiaMulder', 'ShaunaMacdonald']",9392,Neil Marshall,"['appalachia', 'bestie', 'cave', 'climbing', 'darkness', 'expedition', 'femaleprotagonist', 'friends', 'mutant', 'rope', 'survivalhorror']"
Michael Jordan to the Max,7.5,['Documentary'],"['BillMurray', 'BobCostas', 'MichaelJordan', 'PhilJackson']",24977,James D. Stern,['sport']
Devil's Due,4.4,['Horror'],"['AllisonMiller', 'RobertBelushi', 'SamAnderson', 'ZachGilford']",79316,Matt Bettinelli-Olpin,['foundfootage']
Flirting with Disaster,6.3,"['Comedy', 'Romance']","['BenStiller', 'MaryTylerMoore', 'PatriciaArquette', 'TéaLeoni']",2074,David O. Russell,"['half-brother', 'independentfilm', 'lookingforbirthparents', 'lsd']"
The Devil's Rejects,6.6,"['Crime', 'Drama', 'Horror']","['BillMoseley', 'SheriMoonZombie', 'SidHaig', 'WilliamForsythe']",1696,Rob Zombie,"['antisocialpersonalitydisorder', 'ax', 'bountyhunter', 'brutality', 'cocaine', 'corpse', 'cultfilm', 'evilclown', 'extremeviolence', 'fire', 'heldatgunpoint', 'homicidalmaniac', 'killerclown', 'killing', 'killingspree', 'macabre', 'maniac', 'misogynist', 'motel', 'murder', 'paintedface', 'psychopath', 'rampage', 'roadkill', 'roadmovie', 'roadtrip', 'sadism', 'sadist', 'sadistic', 'sadistichorror', 'sequel', 'serialkiller', 'sheriff', 'shootout', 'stabbing', 'torture', 'violence']"
Dope,7.2,"['Comedy', 'Crime', 'Drama']","['KierseyClemons', 'ShameikMoore', 'TonyRevolori', 'ZoëKravitz']",308639,Rick Famuyiwa,"['california', 'comingofage', 'drug', 'geek', 'harvarduniversity', 'highschoolstudent', 'hip-hop', 'teenager']"
In Too Deep,6.2,"['Action', 'Crime', 'Drama', 'Thriller']","['LLCoolJ', 'NiaLong', 'OmarEpps', 'StanleyTucci']",22314,Michael Rymer,['']
House of 1000 Corpses,6.0,['Horror'],"['BillMoseley', 'KarenBlack', 'SheriMoonZombie', 'SidHaig']",2662,Rob Zombie,"['halloween', 'psychopath', 'satanicritual', 'upperclass', 'urbanlegend', 'youth']"
Alien Zone,4.0,"['Action', 'Horror', 'ScienceFiction', 'Thriller']","['BurrDeBenning', 'IvorFrancis', 'JohnEricson', 'JudithNovgrod']",77156,Sharron Miller,['']
A Serious Man,6.6,"['Comedy', 'Drama']","['FredMelamed', 'MichaelStuhlbarg', 'RichardKind', 'SariLennick']",12573,Joel Coen,"['1960s', 'aftercreditsstinger', 'darkcomedy', 'professor', 'telephonecall']"
Get Low,6.5,"['Comedy', 'Drama', 'Mystery']","['BillMurray', 'LucasBlack', 'RobertDuvall', 'SissySpacek']",44718,Aaron Schneider,['independentfilm']
Warlock,5.8,"['Adventure', 'Comedy', 'Fantasy', 'Horror']","['JulianSands', 'LoriSinger', 'MaryWoronov', 'RichardE.Grant']",11342,Steve Miner,"['aging', 'cemetery', 'curse', 'magic', 'timetravel', 'warlock', 'witch', 'witchhunter']"
Beyond the Lights,7.0,"['Drama', 'Romance']","['GuguMbatha-Raw', 'MachineGunKelly', 'MinnieDriver', 'NateParker']",241771,Gina Prince-Bythewood,"['musician', 'success', 'talent', 'womandirector']"
A Single Man,7.3,"['Drama', 'Romance']","['ColinFirth', 'JulianneMoore', 'MatthewGoode', 'NicholasHoult']",34653,Tom Ford,"['1960s', 'basedonnovel', 'deathoflover', 'gay', 'grieving', 'suicidal', 'teacherstudentrelationship']"
The Last Temptation of Christ,7.0,['Drama'],"['BarbaraHershey', 'DavidBowie', 'HarveyKeitel', 'WillemDafoe']",11051,Martin Scorsese,"['blasphemy', 'christianity', 'cross', 'crucifixion', 'jesuschrist', 'longing', 'marymagdalene', 'moralconflict', 'roman', 'temptation', 'traitor']"
Outside Providence,5.6,"['Comedy', 'Drama', 'Romance']","['AlecBaldwin', 'AmySmart', 'JonAbrahams', 'ShawnHatosy']",14578,Michael Corrente,"['accident', 'campus', 'college', 'drug', 'flashback', 'humiliation', 'independentfilm', 'love', 'party', 'police', 'prank', 'revenge', 'sex', 'sexuality', 'student', 'suicide', 'teenager']"
Bride & Prejudice,6.5,"['Comedy', 'Drama', 'Music', 'Romance']","['AishwaryaRaiBachchan', 'DanielGillies', 'MartinHenderson', 'NaveenAndrews']",57825,Gurinder Chadha,"['bollywood', 'indianlead', 'moderndayadaptation', 'pride&prejudice', 'womandirector']"
Rabbit-Proof Fence,6.8,"['Action', 'Adventure', 'Drama', 'History']","['EverlynSampi', 'KennethBranagh', 'LauraMonaghan', 'TiannaSansbury']",9555,Phillip Noyce,"['aboriginal', 'aborigine', 'approvedschool', 'australia', 'australianaborigine', 'australianoutback', 'basedontruestory', 'childabuse', 'colonialism', 'independentfilm', 'outback', 'perth', 'prosecution', 'sistersisterrelationship', 'survival', 'tracker']"
Who's Your Caddy?,3.8,['Comedy'],"['BigBoi', 'LilWayne', 'MickPartridge', 'SherriShepherd']",15581,Don Michael Paul,['sport']
Split Second,5.7,"['Action', 'Crime', 'Horror', 'ScienceFiction', 'Thriller']","['AlastairDuncan', 'KimCattrall', 'MichaelJ.Pollard', 'RutgerHauer']",13006,Tony Maylam,"['flooding', 'futuristic', 'policedetective']"
The Other Side of Heaven,6.7,"['Action', 'Adventure', 'Drama', 'Family']","['AnneHathaway', 'ChristopherGorham', 'JoeFolau', 'MiriamaSmith']",16651,Mitch Davis,"['basedonnovel', 'biography']"
Veer-Zaara,7.4,"['Drama', 'Romance']","['AmitabhBachchan', 'PreityZinta', 'RaniMukerji', 'ShahRukhKhan']",4251,Yash Chopra,"['classsociety', 'india', 'kashmirconflict', 'loveofoneslife', 'pakistan', 'pilot']"
Redbelt,6.4,['Drama'],"['AliceBraga', 'ChiwetelEjiofor', 'JosePabloCantillo', 'TimAllen']",12400,David Mamet,"['autoaccident', 'filmmaking', 'filmproducer', 'husband', 'instructor', 'interracialmarriage', 'jujitsu', 'liferelationship', 'moviestar', 'nightstick', 'setup', 'sport', 'videosurveillance', 'windowsmashing']"
Cyrus,6.1,"['Comedy', 'Drama', 'Romance']","['CatherineKeener', 'JohnC.Reilly', 'JonahHill', 'MarisaTomei']",39053,Jay Duplass,['mumblecore']
A Dog Of Flanders,6.4,"['Drama', 'Family']","['JackWarden', 'JeremyJamesKissner', 'JesseJames', 'JonVoight']",104896,Kevin Brodie,['']
Auto Focus,6.1,"['Crime', 'Drama']","['GregKinnear', 'MariaBello', 'RitaWilson', 'WillemDafoe']",14112,Paul Schrader,"['adultery', 'basedonnovel', 'basedontruestory', 'biography', 'blowjob', 'independentfilm', 'infidelity', 'malenudity', 'sexaddict', 'sexaddiction', 'tvshow', 'video']"
Factory Girl,6.2,['Drama'],"['GuyPearce', 'HaydenChristensen', 'MenaSuvari', 'SiennaMiller']",12271,George Hickenlooper,"['addiction', 'alcohol', 'art', 'artist', 'biography', 'drug', 'film', 'gallery', 'gayman', 'independentfilm', 'infidelity', 'interview', 'love', 'newyork', 'nudity', 'party', 'scene', 'sex', 'singer', 'socialite', 'studio', 'warhol']"
We Need to Talk About Kevin,7.4,"['Drama', 'Thriller']","['EzraMiller', 'JohnC.Reilly', 'SiobhanFallon', 'TildaSwinton']",71859,Lynne Ramsay,"['brokenarm', 'guineapig', 'killingspree', 'pottytraining', 'prisonvisit', 'suburb', 'violence', 'womandirector']"
The Christmas Candle,5.8,"['Drama', 'Family']","['HansMatheson', 'LesleyManville', 'SamanthaBarks', 'SylvesterMcCoy']",226354,John Stephenson,"['angel', 'candle', 'christian', 'christmas', 'miracle', 'village']"
The Mighty Macs,5.0,"['Action', 'Drama']","['CarlaGugino', 'DavidBoreanaz', 'EllenBurstyn', 'MarleyShelton']",48620,Tim Chambers,"['catholic', 'catholicschool', 'conventschool', 'mothersuperior', 'sport']"
Losin' It,4.5,['Comedy'],"['JackieEarleHaley', 'JohnP.Navin', 'JohnStockwell', 'TomCruise']",33676,Curtis Hanson,"['canuxploitation', 'femalenudity', 'highschool', 'independentfilm', 'lockerroom', 'malenudity', 'mexico', 'nudity', 'prostitute', 'teenager', 'teensexcomedy', 'virginity']"
Mother and Child,6.7,"['Drama', 'Romance']","['AnnetteBening', 'CarlaGallo', 'NaomiWatts', 'SamuelL.Jackson']",37080,Rodrigo García,"['adoptivemother', 'motherdaughterrelationship', 'nymphomaniac']"
March or Die,6.2,"['Action', 'Adventure', 'Drama', 'War']","['CatherineDeneuve', 'GeneHackman', 'IanHolm', 'TerenceHill']",25388,Dick Richards,"['archaeologist', 'foreignlegion', 'gypsy', 'middleeast', 'wilderness']"
Les visiteurs,7.1,"['Comedy', 'Fantasy', 'ScienceFiction']","['ChristianClavier', 'JeanReno', 'Marie-AnneChazel', 'ValérieLemercier']",11687,Jean-Marie Poiré,"['clumsyfellow', 'middleages', 'nobility', 'servant', 'timetravel']"
Somewhere,6.0,"['Comedy', 'Drama']","['AlexandraWilliams', 'ChrisPontius', 'ErinWasson', 'StephenDorff']",39210,Sofia Coppola,"['independentfilm', 'luxuryhotel', 'manintowel\\\\\\\\xa0', 'milan', 'womandirector']"
I Hope They Serve Beer in Hell,5.7,"['Comedy', 'Drama']","['JesseBradford', 'MarikaDominczyk', 'MattCzuchry', 'TraciLords']",30128,Bob Gosse,"['aftercreditsstinger', 'basedonnovel', 'darkcomedy', 'femalenudity', 'flop', 'stripper']"
Chairman of the Board,2.7,['Comedy'],"['CourtneyThorne-Smith', 'JackWarden', 'LarryMiller', 'ScottCarrotTopThompson']",31535,Alex Zamm,"['invention', 'inventor', 'scandal']"
Hesher,6.7,['Drama'],"['AudreyWasilewski', 'JosephGordon-Levitt', 'NataliePortman', 'RainnWilson']",44835,Spencer Susser,"['briefs', 'clerk', 'duringcreditsstinger', 'grocery', 'lossofmother', 'lossofrelative', 'lossofwife']"
Dom Hemingway,5.8,"['Comedy', 'Crime', 'Drama']","['DemiánBichir', 'JudeLaw', 'MatthewC.Martino', 'RichardE.Grant']",192134,Richard Shepard,"['crime', 'fatherhood', 'growingup', 'money']"
Gerry,6.2,"['Adventure', 'Drama', 'Mystery']","['CaseyAffleck', 'MattDamon']",1956,Gus Van Sant,"['bestfriend', 'desert', 'desperation', 'friend', 'friendship', 'gettinglost', 'highway', 'murder', 'tarkovskyesque', 'verylittledialogue', 'wilderness']"
The Heart of Me,7.7,"['Drama', 'Romance']","['EleanorBron', 'HelenaBonhamCarter', 'OliviaWilliams', 'PaulBettany']",24985,Thaddeus O'Sullivan,['']
Freeheld,7.1,"['Drama', 'Romance']","['EllenPage', 'JulianneMoore', 'MichaelShannon', 'SteveCarell']",306745,Peter Sollett,"['cancer', 'equality', 'lesbianrelationship', 'newjersey']"
The Extra Man,5.9,['Comedy'],"['JohnC.Reilly', 'KatieHolmes', 'KevinKline', 'PaulDano']",47088,Shari Springer Berman,"['independentfilm', 'womandirector']"
Трудно быть богом,6.7,"['Drama', 'ScienceFiction']","['AleksandrChutko', 'LeonidYarmolnik', 'NatalyaMoteva', 'YuriyTsurilo']",110402,Aleksey German,['']
Ca$h,6.0,"['Comedy', 'Crime', 'Thriller']","['ChrisHemsworth', 'SeanBean', 'ThampyAntony', 'VictoriaProfeta']",27004,Stephen Milburn Anderson,"['independentfilm', 'money']"
Wah-Wah,6.3,['Drama'],"['EmilyWatson', 'GabrielByrne', 'JulieWalters', 'NicholasHoult']",15013,Richard E. Grant,"['adultery', 'alcoholism', 'braintumor', 'divorce', 'southafrica']"
The Boondock Saints,7.2,"['Action', 'Crime', 'Thriller']","['DavidDellaRocco', 'NormanReedus', 'SeanPatrickFlanery', 'WillemDafoe']",8374,Troy Duffy,"['arbitrarylaw', 'boston', 'duringcreditsstinger', 'irish', 'pager', 'policestation', 'prologue', 'russianmafia', 'twinbrother']"
Z 風暴,5.8,"['Crime', 'Thriller']","['DadaChan', 'GordonLamKa-Tung', 'JanelleSing', 'LouisKoo']",277519,David Lam,['']
Twixt,5.0,"['Horror', 'Thriller']","['BenChaplin', 'BruceDern', 'ElleFanning', 'ValKilmer']",78381,Francis Ford Coppola,"['edgarallenpoe', 'ghost', 'murdermystery', 'orphanage', 'sheriff', 'vampire', 'writer']"
Снежная королева,5.1,"['Animation', 'Fantasy']","['AnnaArdova', 'DmitriyNagiev', 'IvanOkhlobystin', 'LyudmilaArtemeva']",164372,Vladlen Barbe,['']
Alpha and Omega: The Legend of the Saw Tooth Cave,6.5,"['Adventure', 'Animation', 'Comedy', 'Family']","['BenDiskin', 'DeeDeeGreene', 'KateHiggins', 'LindsayTorrance']",294512,Richard Rich,['']
Pale Rider,7.0,"['Romance', 'Western']","['CarrieSnodgress', 'ChrisPenn', 'ClintEastwood', 'MichaelMoriarty']",8879,Clint Eastwood,"['blackmail', 'goldminer', 'goldminingtown', 'gunslinger', 'killer', 'marshal', 'mine', 'preacher', 'settler', 'showdown', 'strangeperson', 'violence']"
Stargate: The Ark of Truth,6.9,"['Adventure', 'ScienceFiction']","['AmandaTapping', 'BenBrowder', 'ChristopherJudge', 'MichaelShanks']",13001,Robert C. Cooper,"['alien', 'spaceship', 'spacetravel', 'supernaturalpowers', 'wormhole']"
Dazed and Confused,7.4,"['Comedy', 'Drama']","['JasonLondon', 'RoryCochrane', 'SashaJenson', 'WileyWiggins']",9571,Richard Linklater,"['1970s', 'comedy', 'comingofage', 'greatsoundtrack', 'highschool', 'perioddrama', 'summer', 'teenager', 'texas']"
High School Musical 2,6.1,"['Comedy', 'Drama', 'Family', 'Music']","['AshleyTisdale', 'LucasGrabeel', 'VanessaHudgens', 'ZacEfron']",13649,Kenny Ortega,"['countryclub', 'music', 'musical', 'summer', 'summerjob', 'teenager']"
Two Lovers and a Bear,6.8,"['Drama', 'Romance']","['DaneDeHaan', 'GordonPinsent', 'JohnRalston', 'TatianaMaslany']",325373,Kim Nguyen,"['bear', 'lovers', 'northpole', 'smalltown']"
Criminal Activities,5.8,"['Crime', 'Drama', 'Thriller']","['DanStevens', 'JackieEarleHaley', 'JohnTravolta', 'MichaelPitt']",334527,Jackie Earle Haley,"['borrow', 'bűnösutakon', 'classmates', 'investment', 'mobster', 'moneyproblems', 'trouble']"
Aimee & Jaguar,6.3,"['Drama', 'History', 'Romance']","['HeikeMakatsch', 'JohannaWokalek', 'JulianeKöhler', 'MariaSchrader']",2211,Max Färberböck,"['berlin', 'forbiddenlove', 'homosexuality', 'jew', 'lesbianinterest', 'lesbianrelationship']"
The Chumscrubber,6.7,"['Comedy', 'Drama']","['CamillaBelle', 'GlennClose', 'JamieBell', 'JustinChatwin']",13919,Arie Posin,"['fathersonrelationship', 'independentfilm', 'parallelworld', 'suicide', 'surreal']"
Shade,6.1,"['Action', 'Crime', 'Thriller']","['GabrielByrne', 'JamieFoxx', 'StuartTownsend', 'ThandieNewton']",14576,Damian Nieman,['']
House at the End of the Street,5.6,"['Horror', 'Thriller']","['ElisabethShue', 'GilBellows', 'JenniferLawrence', 'MaxThieriot']",82505,Mark Tonderai,"['crossdressing', 'fathersonconflict', 'motherdaughterrelationship', 'mothersonrelationship', 'violence']"
Incendies,7.9,"['Drama', 'Mystery', 'War']","['LubnaAzabal', 'MaximGaudette', 'MélissaDésormeaux-Poulin', 'RémyGirard']",46738,Denis Villeneuve,"['checkpoint', 'christian', 'interpreter', 'massacre', 'middleeast', 'militia', 'muslim', 'orphanage', 'politicalassassination', 'prison', 'rape', 'son', 'swimmingpool', 'twins', 'will']"
Ricordati di me,5.8,"['Comedy', 'Drama', 'Romance']","['FabrizioBentivoglio', 'LauraMorante', 'MonicaBellucci', 'SilvioMuccino']",38970,Gabriele Muccino,['eroticism']
Perrier’s Bounty,5.1,"['Action', 'Comedy', 'Crime', 'Drama']","['BrendanGleeson', 'CillianMurphy', 'JimBroadbent', 'PadraicDelaney']",41009,Ian Fitzgibbon,['suspense']
Tropa de Elite,7.8,"['Action', 'Crime', 'Drama']","['AndréRamiro', 'CaioJunqueira', 'MilhemCortaz', 'WagnerMoura']",7347,José Padilha,"['brazilian', 'drugdealer', 'drugtraffic', 'lawenforcement', 'policebrutality', 'riodejaneiro', 'slum', 'specialforces', 'torturebythepolice', 'warondrugs']"
Annabelle,5.6,['Horror'],"['AlfreWoodard', 'AnnabelleWallis', 'TonyAmendola', 'WardHorton']",250546,John R. Leonetti,"['demonicpossession', 'doll', 'evildoll', 'killerdoll', 'killertoys', 'prequel', 'spinoff', 'toycomestolife']"
Bran Nue Dae,5.2,"['Comedy', 'Drama', 'Foreign', 'Romance']","['ErnieDingo', 'GeoffreyRush', 'JessicaMauboy', 'RockyMcKenzie']",38415,Rachel Perkins,"['musical', 'womandirector']"
Boyz n the Hood,7.4,"['Crime', 'Drama']","['CubaGoodingJr.', 'IceCube', 'LaurenceFishburne', 'MorrisChestnut']",650,John Singleton,"['blackpeople', 'hip-hop', 'losangeles', 'rapmusic', 'rapper', 'streetgang', 'streetwar', 'violenceinschools']"
La Bamba,6.8,"['Drama', 'Music']","['DaniellevonZerneck', 'ElizabethPeña', 'LouDiamondPhillips', 'RosannaDeSoto']",16620,Luis Valdez,"['death', 'dyingyoung', 'maritalrape', 'mexicanamerican', 'musical', 'nostalgic', 'risingstar']"
The Four Seasons,6.3,"['Comedy', 'Drama', 'Romance']","['AlanAlda', 'CarolBurnett', 'LenCariou', 'SandyDennis']",25113,Alan Alda,['']
Dressed to Kill,6.8,"['Horror', 'Mystery', 'Thriller']","['AngieDickinson', 'KeithGordon', 'MichaelCaine', 'NancyAllen']",11033,Brian De Palma,"['alterego', 'assault', 'darksecrets', 'desire', 'elevator', 'exhibitionism', 'extramaritalaffair', 'friendship', 'guilt', 'hitchcockian', 'interrogation', 'manipulation', 'murder', 'nightmare', 'one-nightstand', 'photography', 'prostitute', 'psychiatrist', 'seduction', 'shower', 'stalking', 'straightrazor', 'subway', 'taxi', 'transvestism', 'violence', 'whitegloves']"
The Adventures of Huck Finn,6.2,"['Action', 'Adventure', 'Drama', 'Family']","['CourtneyB.Vance', 'ElijahWood', 'JasonRobards', 'RobbieColtrane']",34723,Stephen Sommers,"['bloodhound', 'fakeaccent', 'gravedigging', 'lesson', 'lynchmob', 'nosebleed', 'reflectioninwater', 'southernaccent', 'wantedman']"
Go,7.0,"['Comedy', 'Crime', 'Thriller']","['JayMohr', 'KatieHolmes', 'SarahPolley', 'TimothyOlyphant']",9430,Doug Liman,"['bisexualman', 'drug', 'drugdealing', 'ecstasy', 'high', 'multiplestorylines', 'referencetofamilycircus']"
Friends with Money,5.1,"['Comedy', 'Drama', 'Romance']","['CatherineKeener', 'JasonIsaacs', 'JenniferAniston', 'TimmSharp']",8998,Nicole Holofcener,"['divorce', 'fashion', 'marriage', 'midlifecrisis', 'money', 'womandirector']"
The Andromeda Strain,7.0,"['ScienceFiction', 'Thriller']","['ArthurHill', 'DavidWayne', 'JamesOlson', 'KateReid']",10514,Robert Wise,"['alienphenomenons', 'biologicalweapon', 'biology', 'chemistry', 'epilepsy', 'nasa', 'newmexico', 'nuclearthreat', 'science', 'secretlab', 'suspense']"
Bats,4.1,"['Horror', 'Thriller']","['BobGunton', 'DinaMeyer', 'LeonRobinson', 'LouDiamondPhillips']",10496,Louis Morneau,"['attack', 'bat', 'batattack', 'boyeaten', 'closedmine', 'mutation']"
Nirgendwo in Afrika,7.0,['Drama'],"['JulianeKöhler', 'MatthiasHabich', 'MerabNinidze', 'SidedeOnyulo']",1591,Caroline Link,"['capture', 'emigrant', 'emigration', 'farm', 'jew', 'kenia', 'lossoffamily', 'marriagecrisis', 'nationalsocialism', 'onlychild', 'womandirector', 'worldwarii']"
Shame,7.0,['Drama'],"['CareyMulligan', 'JamesBadgeDale', 'MichaelFassbender', 'NicoleBeharie']",76025,Steve McQueen,"['brothersisterrelationship', 'newyorkcity', 'pornography', 'sexaddict', 'sexaddiction', 'thirtysomething']"
Layer Cake,7.0,"['Crime', 'Drama', 'Thriller']","['ColmMeaney', 'DanielCraig', 'GeorgeHarris', 'TomHardy']",4836,Matthew Vaughn,"['drugmule', 'drugsmuggle', 'drugtraffic', 'ecstasy', 'exit', 'hitman', 'kidnapping', 'missionofmurder', 'murder', 'plannedmurder']"
The Work and the Glory II: American Zion,8.0,['Drama'],"['AlexanderCarroll', 'BrendaStrong', 'EricJohnson', 'SamHennings']",14631,Sterling Van Wagenen,['']
The East,6.5,"['Drama', 'Thriller']","['AlexanderSkarsgård', 'BritMarling', 'EllenPage', 'TobyKebbell']",87499,Zal Batmanglij,"['eco-terrorists', 'environmentalism', 'multiplefelonies', 'murder', 'secretorganization', 'vanityfilm']"
A Home at the End of the World,6.8,"['Drama', 'Romance']","['ColinFarrell', 'DallasRoberts', 'RobinWright', 'SissySpacek']",18923,Michael Mayer,"['aids', 'arthouse', 'basedonnovel', 'bisexual', 'gay', 'lgbt', 'tantrum']"
Aberdeen,7.0,"['Comedy', 'Drama', 'Foreign']","['CharlotteRampling', 'IanHart', 'LenaHeadey', 'StellanSkarsgård']",26665,Hans Petter Moland,"['alcohol', 'cocaine', 'daughter', 'independentfilm', 'lawyer', 'roadtrip']"
The Messenger,7.1,"['Drama', 'History']","['BenFoster', 'EamonnWalker', 'JenaMalone', 'WoodyHarrelson']",28089,Oren Moverman,"['independentfilm', 'iraqwar', 'soldier', 'wounded']"
Tracker,6.0,"['Action', 'Adventure', 'Drama', 'Thriller']","['AndyAnderson', 'GarethReeves', 'RayWinstone', 'TemueraMorrison']",62255,Ian Sharp,['']
